playerID,yearID,gameNum,gameID,teamID,lgID,GP,startingPos
claseem01,2023,0,,,AL,1,
valdefr01,2023,0,,,AL,1,
bautife01,2023,0,,,AL,1,
kirbyge01,2023,0,,,AL,1,
colege01,2023,0,,,AL,1,
heimjo01,2023,0,,,AL,1,
romanjo03,2023,0,,,AL,1,
jungjo01,2023,0,,,AL,1,
ramirjo01,2023,0,,,AL,1,
rodriju01,2023,0,,,AL,1,
janseke01,2023,0,,,AL,1,
gausmke01,2023,0,,,AL,1,
tuckeky01,2023,0,,,AL,1,
castilu02,2023,0,,,AL,1,
roberlu01,2023,0,,,AL,1,
semiema01,2023,0,,,AL,1,
lorenmi01,2023,0,,,AL,1,
troutmi01,2023,0,,,AL,1,
eovalna01,2023,0,,,AL,1,
lopezpa01,2023,0,,,AL,1,
arozara01,2023,0,,,AL,1,
perezsa02,2023,0,,,AL,1,
mcclash01,2023,0,,,AL,1,
ohtansh01,2023,0,,,AL,1,
grayso01,2023,0,,,AL,1,
guerrvl02,2023,0,,,AL,1,
francwa01,2023,0,,,AL,1,
merriwh01,2023,0,,,AL,1,
diazya01,2023,0,,,AL,1,
canoye01,2023,0,,,AL,1,
alvaryo01,2023,0,,,AL,1,
cobbal01,2023,0,,,NL,1,
diazal03,2023,0,,,NL,1,
rileyau01,2023,0,,,NL,1,
elderbr01,2023,0,,,NL,1,
dovalca01,2023,0,,,NL,1,
kershcl01,2023,0,,,NL,1,
burneco01,2023,0,,,NL,1,
carroco02,2023,0,,,NL,1,
kimbrcr01,2023,0,,,NL,1,
swansda01,2023,0,,,NL,1,
bednada01,2023,0,,,NL,1,
willide03,2023,0,,,NL,1,
diazel01,2023,0,,,NL,1,
freemfr01,2023,0,,,NL,1,
perdoge01,2023,0,,,NL,1,
martijd02,2023,0,,,NL,1,
solerjo01,2023,0,,,NL,1,
haderjo01,2023,0,,,NL,1,
grayjo03,2023,0,,,NL,1,
sotoju01,2023,0,,,NL,1,
steelju01,2023,0,,,NL,1,
sengako01,2023,0,,,NL,1,
gurrilo01,2023,0,,,NL,1,
arraelu01,2023,0,,,NL,1,
stromma01,2023,0,,,NL,1,
olsonma02,2023,0,,,NL,1,
kellemi03,2023,0,,,NL,1,
bettsmo01,2023,0,,,NL,1,
casteni01,2023,0,,,NL,1,
arenano01,2023,0,,,NL,1,
arciaor01,2023,0,,,NL,1,
albieoz01,2023,0,,,NL,1,
alonspe01,2023,0,,,NL,1,
acunaro01,2023,0,,,NL,1,
murphse01,2023,0,,,NL,1,
stridsp01,2023,0,,,NL,1,
smithwi05,2023,0,,,NL,1,
galleza01,2023,0,,,NL,1,
judgeaa01,2024,0,,,AL,1,
rutscad01,2024,0,,,AL,1,
munozan01,2024,0,,,AL,1,
santaan02,2024,0,,,AL,1,
wittbo02,2024,0,,,AL,1,
correca01,2024,0,,,AL,1,
holmecl01,2024,0,,,AL,1,
raganco01,2024,0,,,AL,1,
burneco01,2024,0,,,AL,1,
seageco01,2024,0,,,AL,1,
fryda01,2024,0,,,AL,1,
claseem01,2024,0,,,AL,1,
crochga01,2024,0,,,AL,1,
hendegu01,2024,0,,,AL,1,
paredis01,2024,0,,,AL,1,
duranja01,2024,0,,,AL,1,
westbjo01,2024,0,,,AL,1,
altuvjo01,2024,0,,,AL,1,
naylojo01,2024,0,,,AL,1,
ramirjo01,2024,0,,,AL,1,
sotoju01,2024,0,,,AL,1,
yateski01,2024,0,,,AL,1,
tuckeky01,2024,0,,,AL,1,
gilbelo01,2024,0,,,AL,1,
semiema01,2024,0,,,AL,1,
millema03,2024,0,,,AL,1,
deverra01,2024,0,,,AL,1,
greenri02,2024,0,,,AL,1,
perezsa02,2024,0,,,AL,1,
lugose01,2024,0,,,AL,1,
kwanst01,2024,0,,,AL,1,
houckta01,2024,0,,,AL,1,
skubata01,2024,0,,,AL,1,
anderty01,2024,0,,,AL,1,
guerrvl02,2024,0,,,AL,1,
castrwi01,2024,0,,,AL,1,
alvaryo01,2024,0,,,AL,1,
bohmal01,2024,0,,,NL,1,
reynobr01,2024,0,,,NL,1,
harpebr03,2024,0,,,NL,1,
abramcj01,2024,0,,,NL,1,
salech01,2024,0,,,NL,1,
yelicch01,2024,0,,,NL,1,
sanchcr01,2024,0,,,NL,1,
delacel01,2024,0,,,NL,1,
tatisfe02,2024,0,,,NL,1,
freemfr01,2024,0,,,NL,1,
ramoshe02,2024,0,,,NL,1,
greenhu01,2024,0,,,NL,1,
merrija01,2024,0,,,NL,1,
hoffmje02,2024,0,,,NL,1,
profaju01,2024,0,,,NL,1,
marteke01,2024,0,,,NL,1,
finneky01,2024,0,,,NL,1,
webblo01,2024,0,,,NL,1,
arraelu01,2024,0,,,NL,1,
ozunama01,2024,0,,,NL,1,
strahma01,2024,0,,,NL,1,
friedma01,2024,0,,,NL,1,
bettsmo01,2024,0,,,NL,1,
skenepa01,2024,0,,,NL,1,
alonspe01,2024,0,,,NL,1,
suarera01,2024,0,,,NL,1,
lopezre01,2024,0,,,NL,1,
suarero01,2024,0,,,NL,1,
helslry01,2024,0,,,NL,1,
mcmahry01,2024,0,,,NL,1,
ohtansh01,2024,0,,,NL,1,
imanash01,2024,0,,,NL,1,
scottta01,2024,0,,,NL,1,
hernate01,2024,0,,,NL,1,
turnetr01,2024,0,,,NL,1,
glasnty01,2024,0,,,NL,1,
smithwi05,2024,0,,,NL,1,
contrwi02,2024,0,,,NL,1,
wheelza01,2024,0,,,NL,1,
judgeaa01,2025,0,,,AL,1,
kirkal01,2025,0,,,AL,1,
bregmal01,2025,0,,,AL,1,
munozan01,2025,0,,,AL,1,
chapmar01,2025,0,,,AL,1,
wittbo02,2025,0,,,AL,1,
lowebr01,2025,0,,,AL,1,
rookebr01,2025,0,,,AL,1,
woobr01,2025,0,,,AL,1,
buxtoby01,2025,0,,,AL,1,
raleica01,2025,0,,,AL,1,
estevca01,2025,0,,,AL,1,
rodonca01,2025,0,,,AL,1,
mizeca01,2025,0,,,AL,1,
rasmudr01,2025,0,,,AL,1,
crochga01,2025,0,,,AL,1,
torregl01,2025,0,,,AL,1,
brownhu01,2025,0,,,AL,1,
paredis01,2025,0,,,AL,1,
wilsoja05,2025,0,,,AL,1,
degroja01,2025,0,,,AL,1,
baezja01,2025,0,,,AL,1,
chishja01,2025,0,,,AL,1,
penaje02,2025,0,,,AL,1,
ryanjo04,2025,0,,,AL,1,
arandjo01,2025,0,,,AL,1,
haderjo01,2025,0,,,AL,1,
ramirjo01,2025,0,,,AL,1,
rodriju01,2025,0,,,AL,1,
caminju01,2025,0,,,AL,1,
bubickr01,2025,0,,,AL,1,
garcima01,2025,0,,,AL,1,
friedma01,2025,0,,,AL,1,
arozara01,2025,0,,,AL,1,
greenri02,2025,0,,,AL,1,
ohearry01,2025,0,,,AL,1,
smithsh02,2025,0,,,AL,1,
kwanst01,2025,0,,,AL,1,
skubata01,2025,0,,,AL,1,
guerrvl02,2025,0,,,AL,1,
kikucyu01,2025,0,,,AL,1,
mckinza01,2025,0,,,AL,1,
morejad01,2025,0,,,NL,1,
abbotan01,2025,0,,,NL,1,
donovbr01,2025,0,,,NL,1,
salech01,2025,0,,,NL,1,
kershcl01,2025,0,,,NL,1,
carroco02,2025,0,,,NL,1,
peterda01,2025,0,,,NL,1,
diazed04,2025,0,,,NL,1,
delacel01,2025,0,,,NL,1,
suareeu01,2025,0,,,NL,1,
tatisfe02,2025,0,,,NL,1,
lindofr01,2025,0,,,NL,1,
freemfr01,2025,0,,,NL,1,
peralfr01,2025,0,,,NL,1,
goodmhu01,2025,0,,,NL,1,
misioja01,2025,0,,,NL,1,
woodja03,2025,0,,,NL,1,
adamja01,2025,0,,,NL,1,
marteke01,2025,0,,,NL,1,
schwaky01,2025,0,,,NL,1,
stoweky01,2025,0,,,NL,1,
tuckeky01,2025,0,,,NL,1,
webblo01,2025,0,,,NL,1,
gorema01,2025,0,,,NL,1,
machama01,2025,0,,,NL,1,
olsonma02,2025,0,,,NL,1,
boydma01,2025,0,,,NL,1,
skenepa01,2025,0,,,NL,1,
alonspe01,2025,0,,,NL,1,
crowape01,2025,0,,,NL,1,
rodrira02,2025,0,,,NL,1,
rayro02,2025,0,,,NL,1,
suarero01,2025,0,,,NL,1,
acunaro01,2025,0,,,NL,1,
ohtansh01,2025,0,,,NL,1,
megiltr01,2025,0,,,NL,1,
smithwi05,2025,0,,,NL,1,
yamamyo01,2025,0,,,NL,1,
wheelza01,2025,0,,,NL,1,
judgeaa01,2026,0,,,AL,1,
rutscad01,2026,0,,,AL,1,
chapmar01,2026,0,,,AL,1,
ricebe01,2026,0,,,AL,1,
wittbo02,2026,0,,,AL,1,
bakerbr01,2026,0,,,AL,1,
buxtoby01,2026,0,,,AL,1,
smithca06,2026,0,,,AL,1,
schlica01,2026,0,,,AL,1,
rafaece01,2026,0,,,AL,1,
bellico01,2026,0,,,AL,1,
dingldi01,2026,0,,,AL,1,
rasmudr01,2026,0,,,AL,1,
ceasedy01,2026,0,,,AL,1,
clemeer01,2026,0,,,AL,1,
latzja01,2026,0,,,AL,1,
ryanjo04,2026,0,,,AL,1,
caminju01,2026,0,,,AL,1,
verlaju01,2026,0,,,AL,1,
mcgonke01,2026,0,,,AL,1,
varlalo01,2026,0,,,AL,1,
wachami01,2026,0,,,AL,1,
vargami01,2026,0,,,AL,1,
troutmi01,2026,0,,,AL,1,
murakmu01,2026,0,,,AL,1,
kurtzni01,2026,0,,,AL,1,
martini01,2026,0,,,AL,1,
messipa01,2026,0,,,AL,1,
arozara01,2026,0,,,AL,1,
suarera01,2026,0,,,AL,1,
greenri02,2026,0,,,AL,1,
langesh01,2026,0,,,AL,1,
bazzatr01,2026,0,,,AL,1,
petertr01,2026,0,,,AL,1,
guerrvl02,2026,0,,,AL,1,
contrwi01,2026,0,,,AL,1,
diazya01,2026,0,,,AL,1,
alvaryo01,2026,0,,,AL,1,
pagesan01,2026,0,,,NL,1,
marshbr02,2026,0,,,NL,1,
ashcrbr01,2026,0,,,NL,1,
harpebr03,2026,0,,,NL,1,
abramcj01,2026,0,,,NL,1,
burnsch01,2026,0,,,NL,1,
salech01,2026,0,,,NL,1,
carroco02,2026,0,,,NL,1,
sanchcr01,2026,0,,,NL,1,
baldwdr01,2026,0,,,NL,1,
rodried05,2026,0,,,NL,1,
grifffo01,2026,0,,,NL,1,
freemfr01,2026,0,,,NL,1,
goodmhu01,2026,0,,,NL,1,
herreiv01,2026,0,,,NL,1,
misioja01,2026,0,,,NL,1,
woodja03,2026,0,,,NL,1,
luzarje01,2026,0,,,NL,1,
duranjh01,2026,0,,,NL,1,
walkejo02,2026,0,,,NL,1,
sotoju01,2026,0,,,NL,1,
wroblju01,2026,0,,,NL,1,
schwaky01,2026,0,,,NL,1,
webblo01,2026,0,,,NL,1,
arraelu01,2026,0,,,NL,1,
millema03,2026,0,,,NL,1,
olsonma02,2026,0,,,NL,1,
meyerma01,2026,0,,,NL,1,
muncyma01,2026,0,,,NL,1,
lopezot01,2026,0,,,NL,1,
albieoz01,2026,0,,,NL,1,
skenepa01,2026,0,,,NL,1,
crowape01,2026,0,,,NL,1,
iglesra01,2026,0,,,NL,1,
obrieri01,2026,0,,,NL,1,
stewasa02,2026,0,,,NL,1,
ohtansh01,2026,0,,,NL,1,
contrwi02,2026,0,,,NL,1,
yamamyo01,2026,0,,,NL,1,
